"File","Line","Term","Category","Text"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt2.lean","7154","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for the object-level detector wiring. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt2.lean","8093","axiom","POTENTIAL_ACTIVE_RISK","""Derive all detector gates from the comparison certificate, not from a hidden project axiom"","
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt2.lean","8825","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ### Axiom audit for the structural-resolution layer. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Spt3Unified.lean — INTEGRATED, sorry-free, axiom-free formalization of"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","10","axiom","POTENTIAL_ACTIVE_RISK","Every result is kernel-checked; the axiom firewall confirms dependence"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","11","sorryAx","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","only on [propext, Classical.choice, Quot.sound] (never sorryAx)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","75","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Spt3.lean — sorry-free, axiom-free verified core of"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","80","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`sorry` and NO new global `axiom`.  The axiom firewall enforces that audited"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","82","sorryAx","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","(never `sorryAx`); the conditional results (§G) carry their assumptions as"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","329","sorryAx","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","shows no `sorryAx` and no new global axiom. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","645","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","658","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","against Mathlib (sorry-free, axiom-free).  This realises §2.1 / §3.2 / §4.5 at"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","746","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","sorry-free, axiom-free."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","796","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Spt3Cert above.  sorry-free, axiom-free (audited at the end)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","1457","admit","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","previous one (catches a composite the lighter gates admit) — the non-redundancy / minimality"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","1578","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for the checklist additions. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","1588","axiom","POTENTIAL_ACTIVE_RISK","missing Mathlib infrastructure is not introduced as `axiom`, and paper-level"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2403","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Mathlib, sorry-free and axiom-free (audited at the end):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2513","admit","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","admit every candidate (each is the full subpresheaf `⊤`, the normalized"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2522","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category G. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2532","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","reachable in current Mathlib.  All kernel-verified, sorry-free, axiom-free."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2646","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category H. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2718","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category I. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2730","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","cannot be CLOSED sorry-free without first BUILDING `Tor` itself — a research-scale"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2799","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category J. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2813","axiom","POTENTIAL_ACTIVE_RISK","• `torZeroIso`                 `Tor₀(N, -) ≅ N ⊗ -`            (derived-functor axiom)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2814","axiom","POTENTIAL_ACTIVE_RISK","• `torSucc_projective_isZero`  `Torₙ₊₁(N, P) = 0` for projective `P`  (axiom)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2827","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","functor and the homology-group value rather than fake the object iso with `sorry`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2882","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Derived-functor axiom 1.** `Tor₀(N, -) ≅ N ⊗ -`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2886","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Derived-functor axiom 2.** Higher `Tor` of a projective module vanishes. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","2914","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category K. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3068","axiom","POTENTIAL_ACTIVE_RISK","item by proving the precise obstruction rather than introducing an axiom."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3255","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","The two genuinely-new last-mile closures, kernel-verified (sorry-free,"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3256","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom-free; audited below):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3395","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category L. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3410","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","We do EXACTLY this — UNCONDITIONALLY: no `sorry`, no new `axiom`, and no"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3415","sorryAx","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`sorryAx` and never a new global axiom):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3568","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category M. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3589","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Everything is kernel-checked, sorry-free, axiom-free (audited at the end):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3752","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category N. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3761","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Two requested extensions of Category N, both kernel-checked, sorry-free,"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3762","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom-free (audited at the end):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","3992","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category O. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4024","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Kernel-verified against Mathlib v4.31.0 (sorry-free; the `#print axioms` audit"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4116","axiom","POTENTIAL_ACTIVE_RISK","against Mathlib v4.31.0 (axiom audit below). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4318","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category P. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4356","axiom","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`#print axioms` here certifies the absence of `sorry`, NOT the truth of the assumed bound. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4462","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Q. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4500","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","All kernel-verified, sorry-free, on standard axioms only."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4604","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category R. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","4869","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category S (⑦ repointed constant sheaf, unconditional). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5023","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category T (⑧ genuine numeric Archimedean window). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5046","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","certifies absence of `sorry`, NOT the truth of the assumed bound. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5141","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category U (③ candidate separation via Baker named hypothesis). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5243","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category V (③ BakerSeparation PROVED for integer candidates). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5329","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category W (⑧ two-sided log window). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5461","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category X (⑨ Hensel/Jacobian gate, Proposition 2). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5542","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Y (⑩ Tor bifunctor full naturality). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5629","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Z (⑪ concrete cost / operation-count model). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5722","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category P, part 5 (Item D — p-adic log term valuation bound). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5795","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category P, part 6 (Item D items 2/4(b)/5). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5878","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category L, part 2 (T1-a / B7 genuine n-fold direct sum). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","5964","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Y, part 2 (T1-b first-variable additivity). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6018","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category M, part 2 (T1-c unified TFAE). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6071","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category M, part 3 (C1 unconditional completeness). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6183","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category A1-2 (T2-a literal AKS/ECPP verifier isolation). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6316","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category A1-3 (T2-a built: ℤ/N partial group law, divisor extraction). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6374","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category A2-2 (T2-b formal log additivity). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6430","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category V, part 2 (T2-c integer-candidate separation). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6495","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category V, part 3 (T2-c general real value-separation bridge). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6571","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category X, part 2 (T2-d 1-variable Jacobian⟹formally-étale). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6654","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category X, part 3 (T2-d reverse-direction reduction). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6721","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category X, part 4 (T2-d multivariate EC good-locus étale). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6776","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Y, part 3 (T2-e genuine connecting morphism + naturality). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6820","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Y, part 4 (T2-e additive-functor split-preservation engine). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6894","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Y, part 5 (T2-e horseshoe base case). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6940","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ## Axiom audit for Category Y, part 6 (T2-e horseshoe induction-step isolation). -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","6952","axiom","BLOCK_COMMENT_OR_HEADER","* only the genuinely new statements are proved here, each with the clean axiom set"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7010","Axiom","BLOCK_COMMENT_OR_HEADER","/-! ### Axiom audit + no-duplication references for PART 3. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7012","axiom","COMMENT","-- NEW lemmas proved in this file (clean axiom set):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7021","axiom","POTENTIAL_ACTIVE_RISK","`axiom` command is used anywhere in this file: every deep theorem Mathlib v4.31.0 lacks is carried"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7024","axiom","POTENTIAL_ACTIVE_RISK","UNCONDITIONAL CORE (clean axiom set `[propext, Classical.choice, Quot.sound]`):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7049","axiom","COMMENT","-- Confirm each conditional input is an explicit interface (no global axiom, no hidden proof field):"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7217","axiom","BLOCK_COMMENT_OR_HEADER","/-! ## PART A — compile-time axiom firewall (reused from the SPT5 development)."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7219","axiom","POTENTIAL_ACTIVE_RISK","Printing axiom dependencies only *prints*.  The two `elab` commands below make the audit *enforced*: each"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7221","Axiom","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","Quot.sound}`.  They use Lean's `collectAxioms` engine, so any `sorryAx` (from"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7222","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","`sorry`), `Lean.ofReduceBool` (from `native_decide`), or an import-introduced axiom turns into a"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7225","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Compile-time axiom gate.**  `#assert_only_safe_axioms id` errors unless `id`'s transitive"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7226","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom dependencies are ⊆ `{propext, Classical.choice, Quot.sound}`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7233","AXIOM","POTENTIAL_ACTIVE_RISK","throwError m!""SPT3 AXIOM FIREWALL FAILED: {cname} depends on forbidden axiom(s) {bad} \"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7259","axiom","BLOCK_COMMENT_OR_HEADER","/-- The statement that the trusted base is the Lean kernel + lake + axiom firewall + human review. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7291","Axiom","BLOCK_COMMENT_OR_HEADER","/-- The `noHiddenAxioms` field is witnessed mechanically by the certified axiom firewall at the"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7293","axiom","POTENTIAL_ACTIVE_RISK","open `[INTERFACE]` boundaries are registered separately and are not advertised as axiom-free"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7298","axiom","POTENTIAL_ACTIVE_RISK","unconditional clean-axiom theorem; `conditional` = relative to a named `Prop` interface;"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7322","axiom","POTENTIAL_ACTIVE_RISK","It is documentation with teeth: it compiles, it is audited by the axiom firewall, and `provedNeighbors`"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7407","axiom","BLOCK_COMMENT_OR_HEADER","/-! ## PART A (cont.) — curated compile-time axiom firewall over the headline declarations."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7408","axiom","POTENTIAL_ACTIVE_RISK","Each line is a HARD build error if the named declaration acquires a forbidden axiom. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7444","axiom","BLOCK_COMMENT_OR_HEADER","/-- **Certified closing axiom firewall.**  This audits the declarations that this file marks as"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7482","AXIOM","POTENTIAL_ACTIVE_RISK","throwError m!""SPT3 CERTIFIED AXIOM FIREWALL FAILED: {bad.size} audited declaration(s) use \"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt3.lean","7485","axiom","BLOCK_COMMENT_OR_HEADER","/-! ## PART A (cont.) — certified axiom firewall closing gate."
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","11","sorry","ACTIVE_PLACEHOLDER_CHECK_REQUIRED","proofs (no `sorry`, no new global `axiom`).  Mathlib's"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","1019","axiom","POTENTIAL_ACTIVE_RISK","hypothesis (NOT a global `axiom`); each field is a genuine biconditional between a"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","1819","axiom","POTENTIAL_ACTIVE_RISK","hypotheses (structure fields), never as global `axiom`s**.  On this interface the"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2273","axiom","POTENTIAL_ACTIVE_RISK","hypothesis — never a global `axiom`. -/"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2303","axiom","POTENTIAL_ACTIVE_RISK","certificates.  NOTE on honesty: we prove the sweeps **generally** (axiom-free over"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2304","native_decide","NATIVE_DECIDE_CHECK_REQUIRED","the whole range) rather than by `native_decide`, which would add the compiler-trust"
"C:\Users\사용자\mathlib4\PrimalitySheafVerification\Spt4.lean","2305","axiom","ACTIVE_AXIOM_DECLARATION_CHECK_REQUIRED","axiom and break the `{propext, Classical.choice, Quot.sound}` invariant; a small"
